S/N,Year,Month,Day,HS of Year,EB of Year,HS of Month,EB of Month,HS of Day,EB of Day,Season
11608,1954,9,17,1,7,10,10,3,1,8
11609,1954,9,18,1,7,10,10,4,2,8
11610,1954,9,19,1,7,10,10,5,3,8
11611,1954,9,20,1,7,10,10,6,4,8
11612,1954,9,21,1,7,10,10,7,5,8
11613,1954,9,22,1,7,10,10,8,6,8
11614,1954,9,23,1,7,10,10,9,7,8
11615,1954,9,24,1,7,10,10,10,8,8
11616,1954,9,25,1,7,10,10,1,9,8
11617,1954,9,26,1,7,10,10,2,10,8
11618,1954,9,27,1,7,10,10,3,11,8
11619,1954,9,28,1,7,10,10,4,12,8
11620,1954,9,29,1,7,10,10,5,1,8
11621,1954,9,30,1,7,10,10,6,2,8
11622,1954,10,1,1,7,10,10,7,3,8
11623,1954,10,2,1,7,10,10,8,4,8
11624,1954,10,3,1,7,10,10,9,5,8
11625,1954,10,4,1,7,10,10,10,6,8
11626,1954,10,5,1,7,10,10,1,7,8
11627,1954,10,6,1,7,10,10,2,8,8
11628,1954,10,7,1,7,10,10,3,9,8
11629,1954,10,8,1,7,10,10,4,10,8
11630,1954,10,9,1,7,1,11,5,11,9
11631,1954,10,10,1,7,1,11,6,12,9
11632,1954,10,11,1,7,1,11,7,1,9
11633,1954,10,12,1,7,1,11,8,2,9
11634,1954,10,13,1,7,1,11,9,3,9
11635,1954,10,14,1,7,1,11,10,4,9
11636,1954,10,15,1,7,1,11,1,5,9
11637,1954,10,16,1,7,1,11,2,6,9
11638,1954,10,17,1,7,1,11,3,7,9
11639,1954,10,18,1,7,1,11,4,8,9
11640,1954,10,19,1,7,1,11,5,9,9
11641,1954,10,20,1,7,1,11,6,10,9
11642,1954,10,21,1,7,1,11,7,11,9
11643,1954,10,22,1,7,1,11,8,12,9
11644,1954,10,23,1,7,1,11,9,1,9
11645,1954,10,24,1,7,1,11,10,2,9
11646,1954,10,25,1,7,1,11,1,3,9
11647,1954,10,26,1,7,1,11,2,4,9
11648,1954,10,27,1,7,1,11,3,5,9
11649,1954,10,28,1,7,1,11,4,6,9
11650,1954,10,29,1,7,1,11,5,7,9
11651,1954,10,30,1,7,1,11,6,8,9
11652,1954,10,31,1,7,1,11,7,9,9
11653,1954,11,1,1,7,1,11,8,10,9
11654,1954,11,2,1,7,1,11,9,11,9
11655,1954,11,3,1,7,1,11,10,12,9
11656,1954,11,4,1,7,1,11,1,1,9
11657,1954,11,5,1,7,1,11,2,2,9
11658,1954,11,6,1,7,1,11,3,3,9
11659,1954,11,7,1,7,1,11,4,4,9
11660,1954,11,8,1,7,2,12,5,5,10
11661,1954,11,9,1,7,2,12,6,6,10
11662,1954,11,10,1,7,2,12,7,7,10
11663,1954,11,11,1,7,2,12,8,8,10
11664,1954,11,12,1,7,2,12,9,9,10
11665,1954,11,13,1,7,2,12,10,10,10
11666,1954,11,14,1,7,2,12,1,11,10
11667,1954,11,15,1,7,2,12,2,12,10
11668,1954,11,16,1,7,2,12,3,1,10
11669,1954,11,17,1,7,2,12,4,2,10
11670,1954,11,18,1,7,2,12,5,3,10
11671,1954,11,19,1,7,2,12,6,4,10
11672,1954,11,20,1,7,2,12,7,5,10
11673,1954,11,21,1,7,2,12,8,6,10
11674,1954,11,22,1,7,2,12,9,7,10
11675,1954,11,23,1,7,2,12,10,8,10
11676,1954,11,24,1,7,2,12,1,9,10
11677,1954,11,25,1,7,2,12,2,10,10
11678,1954,11,26,1,7,2,12,3,11,10
11679,1954,11,27,1,7,2,12,4,12,10
11680,1954,11,28,1,7,2,12,5,1,10
11681,1954,11,29,1,7,2,12,6,2,10
11682,1954,11,30,1,7,2,12,7,3,10
11683,1954,12,1,1,7,2,12,8,4,10
11684,1954,12,2,1,7,2,12,9,5,10
11685,1954,12,3,1,7,2,12,10,6,10
11686,1954,12,4,1,7,2,12,1,7,10
11687,1954,12,5,1,7,2,12,2,8,10
11688,1954,12,6,1,7,2,12,3,9,10
11689,1954,12,7,1,7,3,1,4,10,11
11690,1954,12,8,1,7,3,1,5,11,11
11691,1954,12,9,1,7,3,1,6,12,11
11692,1954,12,10,1,7,3,1,7,1,11
11693,1954,12,11,1,7,3,1,8,2,11
11694,1954,12,12,1,7,3,1,9,3,11
11695,1954,12,13,1,7,3,1,10,4,11
11696,1954,12,14,1,7,3,1,1,5,11
11697,1954,12,15,1,7,3,1,2,6,11
11698,1954,12,16,1,7,3,1,3,7,11
11699,1954,12,17,1,7,3,1,4,8,11
11700,1954,12,18,1,7,3,1,5,9,11
11701,1954,12,19,1,7,3,1,6,10,11
11702,1954,12,20,1,7,3,1,7,11,11
11703,1954,12,21,1,7,3,1,8,12,11
11704,1954,12,22,1,7,3,1,9,1,11
11705,1954,12,23,1,7,3,1,10,2,11
11706,1954,12,24,1,7,3,1,1,3,11
11707,1954,12,25,1,7,3,1,2,4,11
11708,1954,12,26,1,7,3,1,3,5,11
11709,1954,12,27,1,7,3,1,4,6,11
11710,1954,12,28,1,7,3,1,5,7,11
11711,1954,12,29,1,7,3,1,6,8,11
11712,1954,12,30,1,7,3,1,7,9,11
11713,1954,12,31,1,7,3,1,8,10,11
11714,1955,1,1,1,7,3,1,9,11,11
11715,1955,1,2,1,7,3,1,10,12,11
11716,1955,1,3,1,7,3,1,1,1,11
11717,1955,1,4,1,7,3,1,2,2,11
11718,1955,1,5,1,7,3,1,3,3,11
11719,1955,1,6,1,7,4,2,4,4,12
11720,1955,1,7,1,7,4,2,5,5,12
11721,1955,1,8,1,7,4,2,6,6,12
11722,1955,1,9,1,7,4,2,7,7,12
11723,1955,1,10,1,7,4,2,8,8,12
11724,1955,1,11,1,7,4,2,9,9,12
11725,1955,1,12,1,7,4,2,10,10,12
11726,1955,1,13,1,7,4,2,1,11,12
11727,1955,1,14,1,7,4,2,2,12,12
11728,1955,1,15,1,7,4,2,3,1,12
11729,1955,1,16,1,7,4,2,4,2,12
11730,1955,1,17,1,7,4,2,5,3,12
11731,1955,1,18,1,7,4,2,6,4,12
11732,1955,1,19,1,7,4,2,7,5,12
11733,1955,1,20,1,7,4,2,8,6,12
11734,1955,1,21,1,7,4,2,9,7,12
11735,1955,1,22,1,7,4,2,10,8,12
11736,1955,1,23,1,7,4,2,1,9,12
11737,1955,1,24,1,7,4,2,2,10,12
11738,1955,1,25,1,7,4,2,3,11,12
11739,1955,1,26,1,7,4,2,4,12,12
11740,1955,1,27,1,7,4,2,5,1,12
11741,1955,1,28,1,7,4,2,6,2,12
11742,1955,1,29,1,7,4,2,7,3,12
11743,1955,1,30,1,7,4,2,8,4,12
11744,1955,1,31,1,7,4,2,9,5,12
11745,1955,2,1,1,7,4,2,10,6,12
11746,1955,2,2,1,7,4,2,1,7,12
11747,1955,2,3,1,7,4,2,2,8,12
11748,1955,2,4,2,8,5,3,3,9,1
11749,1955,2,5,2,8,5,3,4,10,1
11750,1955,2,6,2,8,5,3,5,11,1
11751,1955,2,7,2,8,5,3,6,12,1
11752,1955,2,8,2,8,5,3,7,1,1
11753,1955,2,9,2,8,5,3,8,2,1
11754,1955,2,10,2,8,5,3,9,3,1
11755,1955,2,11,2,8,5,3,10,4,1
11756,1955,2,12,2,8,5,3,1,5,1
11757,1955,2,13,2,8,5,3,2,6,1
11758,1955,2,14,2,8,5,3,3,7,1
11759,1955,2,15,2,8,5,3,4,8,1
11760,1955,2,16,2,8,5,3,5,9,1
11761,1955,2,17,2,8,5,3,6,10,1
11762,1955,2,18,2,8,5,3,7,11,1
11763,1955,2,19,2,8,5,3,8,12,1
11764,1955,2,20,2,8,5,3,9,1,1
11765,1955,2,21,2,8,5,3,10,2,1
11766,1955,2,22,2,8,5,3,1,3,1
11767,1955,2,23,2,8,5,3,2,4,1
11768,1955,2,24,2,8,5,3,3,5,1
11769,1955,2,25,2,8,5,3,4,6,1
11770,1955,2,26,2,8,5,3,5,7,1
11771,1955,2,27,2,8,5,3,6,8,1
11772,1955,2,28,2,8,5,3,7,9,1
11773,1955,3,1,2,8,5,3,8,10,1
11774,1955,3,2,2,8,5,3,9,11,1
11775,1955,3,3,2,8,5,3,10,12,1
11776,1955,3,4,2,8,5,3,1,1,1
11777,1955,3,5,2,8,5,3,2,2,1
11778,1955,3,6,2,8,6,4,3,3,2
11779,1955,3,7,2,8,6,4,4,4,2
11780,1955,3,8,2,8,6,4,5,5,2
11781,1955,3,9,2,8,6,4,6,6,2
11782,1955,3,10,2,8,6,4,7,7,2
11783,1955,3,11,2,8,6,4,8,8,2
11784,1955,3,12,2,8,6,4,9,9,2
11785,1955,3,13,2,8,6,4,10,10,2
11786,1955,3,14,2,8,6,4,1,11,2
11787,1955,3,15,2,8,6,4,2,12,2
11788,1955,3,16,2,8,6,4,3,1,2
11789,1955,3,17,2,8,6,4,4,2,2
11790,1955,3,18,2,8,6,4,5,3,2
11791,1955,3,19,2,8,6,4,6,4,2
11792,1955,3,20,2,8,6,4,7,5,2
11793,1955,3,21,2,8,6,4,8,6,2
11794,1955,3,22,2,8,6,4,9,7,2
11795,1955,3,23,2,8,6,4,10,8,2
11796,1955,3,24,2,8,6,4,1,9,2
11797,1955,3,25,2,8,6,4,2,10,2
11798,1955,3,26,2,8,6,4,3,11,2
11799,1955,3,27,2,8,6,4,4,12,2
11800,1955,3,28,2,8,6,4,5,1,2
11801,1955,3,29,2,8,6,4,6,2,2
11802,1955,3,30,2,8,6,4,7,3,2
11803,1955,3,31,2,8,6,4,8,4,2
11804,1955,4,1,2,8,6,4,9,5,2
11805,1955,4,2,2,8,6,4,10,6,2
11806,1955,4,3,2,8,6,4,1,7,2
11807,1955,4,4,2,8,6,4,2,8,2
11808,1955,4,5,2,8,7,5,3,9,3
11809,1955,4,6,2,8,7,5,4,10,3
11810,1955,4,7,2,8,7,5,5,11,3
11811,1955,4,8,2,8,7,5,6,12,3
11812,1955,4,9,2,8,7,5,7,1,3
11813,1955,4,10,2,8,7,5,8,2,3
11814,1955,4,11,2,8,7,5,9,3,3
11815,1955,4,12,2,8,7,5,10,4,3
11816,1955,4,13,2,8,7,5,1,5,3
11817,1955,4,14,2,8,7,5,2,6,3
11818,1955,4,15,2,8,7,5,3,7,3
11819,1955,4,16,2,8,7,5,4,8,3
11820,1955,4,17,2,8,7,5,5,9,3
11821,1955,4,18,2,8,7,5,6,10,3
11822,1955,4,19,2,8,7,5,7,11,3
11823,1955,4,20,2,8,7,5,8,12,3
11824,1955,4,21,2,8,7,5,9,1,3
11825,1955,4,22,2,8,7,5,10,2,3
11826,1955,4,23,2,8,7,5,1,3,3
11827,1955,4,24,2,8,7,5,2,4,3
11828,1955,4,25,2,8,7,5,3,5,3
11829,1955,4,26,2,8,7,5,4,6,3
11830,1955,4,27,2,8,7,5,5,7,3
11831,1955,4,28,2,8,7,5,6,8,3
11832,1955,4,29,2,8,7,5,7,9,3
11833,1955,4,30,2,8,7,5,8,10,3
11834,1955,5,1,2,8,7,5,9,11,3
11835,1955,5,2,2,8,7,5,10,12,3
11836,1955,5,3,2,8,7,5,1,1,3
11837,1955,5,4,2,8,7,5,2,2,3
11838,1955,5,5,2,8,7,5,3,3,3
11839,1955,5,6,2,8,8,6,4,4,4
11840,1955,5,7,2,8,8,6,5,5,4
11841,1955,5,8,2,8,8,6,6,6,4
11842,1955,5,9,2,8,8,6,7,7,4
11843,1955,5,10,2,8,8,6,8,8,4
11844,1955,5,11,2,8,8,6,9,9,4
11845,1955,5,12,2,8,8,6,10,10,4
11846,1955,5,13,2,8,8,6,1,11,4
11847,1955,5,14,2,8,8,6,2,12,4
11848,1955,5,15,2,8,8,6,3,1,4
11849,1955,5,16,2,8,8,6,4,2,4
11850,1955,5,17,2,8,8,6,5,3,4
11851,1955,5,18,2,8,8,6,6,4,4
11852,1955,5,19,2,8,8,6,7,5,4
11853,1955,5,20,2,8,8,6,8,6,4
11854,1955,5,21,2,8,8,6,9,7,4
11855,1955,5,22,2,8,8,6,10,8,4
11856,1955,5,23,2,8,8,6,1,9,4
11857,1955,5,24,2,8,8,6,2,10,4
11858,1955,5,25,2,8,8,6,3,11,4
11859,1955,5,26,2,8,8,6,4,12,4
11860,1955,5,27,2,8,8,6,5,1,4
11861,1955,5,28,2,8,8,6,6,2,4
11862,1955,5,29,2,8,8,6,7,3,4
11863,1955,5,30,2,8,8,6,8,4,4
11864,1955,5,31,2,8,8,6,9,5,4
11865,1955,6,1,2,8,8,6,10,6,4
11866,1955,6,2,2,8,8,6,1,7,4
11867,1955,6,3,2,8,8,6,2,8,4
11868,1955,6,4,2,8,8,6,3,9,4
11869,1955,6,5,2,8,8,6,4,10,4
11870,1955,6,6,2,8,9,7,5,11,5
11871,1955,6,7,2,8,9,7,6,12,5
11872,1955,6,8,2,8,9,7,7,1,5
11873,1955,6,9,2,8,9,7,8,2,5
11874,1955,6,10,2,8,9,7,9,3,5
11875,1955,6,11,2,8,9,7,10,4,5
11876,1955,6,12,2,8,9,7,1,5,5
11877,1955,6,13,2,8,9,7,2,6,5
11878,1955,6,14,2,8,9,7,3,7,5
11879,1955,6,15,2,8,9,7,4,8,5
11880,1955,6,16,2,8,9,7,5,9,5
11881,1955,6,17,2,8,9,7,6,10,5
11882,1955,6,18,2,8,9,7,7,11,5
11883,1955,6,19,2,8,9,7,8,12,5
11884,1955,6,20,2,8,9,7,9,1,5
11885,1955,6,21,2,8,9,7,10,2,5
11886,1955,6,22,2,8,9,7,1,3,5
11887,1955,6,23,2,8,9,7,2,4,5
11888,1955,6,24,2,8,9,7,3,5,5
11889,1955,6,25,2,8,9,7,4,6,5
11890,1955,6,26,2,8,9,7,5,7,5
11891,1955,6,27,2,8,9,7,6,8,5
11892,1955,6,28,2,8,9,7,7,9,5
11893,1955,6,29,2,8,9,7,8,10,5
11894,1955,6,30,2,8,9,7,9,11,5
11895,1955,7,1,2,8,9,7,10,12,5
11896,1955,7,2,2,8,9,7,1,1,5
11897,1955,7,3,2,8,9,7,2,2,5
11898,1955,7,4,2,8,9,7,3,3,5
11899,1955,7,5,2,8,9,7,4,4,5
11900,1955,7,6,2,8,9,7,5,5,5
11901,1955,7,7,2,8,9,7,6,6,5
11902,1955,7,8,2,8,10,8,7,7,6
11903,1955,7,9,2,8,10,8,8,8,6
11904,1955,7,10,2,8,10,8,9,9,6
11905,1955,7,11,2,8,10,8,10,10,6
11906,1955,7,12,2,8,10,8,1,11,6
11907,1955,7,13,2,8,10,8,2,12,6
11908,1955,7,14,2,8,10,8,3,1,6
11909,1955,7,15,2,8,10,8,4,2,6
11910,1955,7,16,2,8,10,8,5,3,6
11911,1955,7,17,2,8,10,8,6,4,6
11912,1955,7,18,2,8,10,8,7,5,6
11913,1955,7,19,2,8,10,8,8,6,6
11914,1955,7,20,2,8,10,8,9,7,6
11915,1955,7,21,2,8,10,8,10,8,6
11916,1955,7,22,2,8,10,8,1,9,6
11917,1955,7,23,2,8,10,8,2,10,6
11918,1955,7,24,2,8,10,8,3,11,6
11919,1955,7,25,2,8,10,8,4,12,6
11920,1955,7,26,2,8,10,8,5,1,6
11921,1955,7,27,2,8,10,8,6,2,6
11922,1955,7,28,2,8,10,8,7,3,6
11923,1955,7,29,2,8,10,8,8,4,6
11924,1955,7,30,2,8,10,8,9,5,6
11925,1955,7,31,2,8,10,8,10,6,6
11926,1955,8,1,2,8,10,8,1,7,6
11927,1955,8,2,2,8,10,8,2,8,6
11928,1955,8,3,2,8,10,8,3,9,6
11929,1955,8,4,2,8,10,8,4,10,6
11930,1955,8,5,2,8,10,8,5,11,6
11931,1955,8,6,2,8,10,8,6,12,6
11932,1955,8,7,2,8,10,8,7,1,6
11933,1955,8,8,2,8,1,9,8,2,7
11934,1955,8,9,2,8,1,9,9,3,7
11935,1955,8,10,2,8,1,9,10,4,7
11936,1955,8,11,2,8,1,9,1,5,7
11937,1955,8,12,2,8,1,9,2,6,7
11938,1955,8,13,2,8,1,9,3,7,7
11939,1955,8,14,2,8,1,9,4,8,7
11940,1955,8,15,2,8,1,9,5,9,7
11941,1955,8,16,2,8,1,9,6,10,7
11942,1955,8,17,2,8,1,9,7,11,7
11943,1955,8,18,2,8,1,9,8,12,7
11944,1955,8,19,2,8,1,9,9,1,7
11945,1955,8,20,2,8,1,9,10,2,7
11946,1955,8,21,2,8,1,9,1,3,7
11947,1955,8,22,2,8,1,9,2,4,7
11948,1955,8,23,2,8,1,9,3,5,7
11949,1955,8,24,2,8,1,9,4,6,7
11950,1955,8,25,2,8,1,9,5,7,7
11951,1955,8,26,2,8,1,9,6,8,7
11952,1955,8,27,2,8,1,9,7,9,7
11953,1955,8,28,2,8,1,9,8,10,7
11954,1955,8,29,2,8,1,9,9,11,7
11955,1955,8,30,2,8,1,9,10,12,7
11956,1955,8,31,2,8,1,9,1,1,7
11957,1955,9,1,2,8,1,9,2,2,7
11958,1955,9,2,2,8,1,9,3,3,7
11959,1955,9,3,2,8,1,9,4,4,7
11960,1955,9,4,2,8,1,9,5,5,7
11961,1955,9,5,2,8,1,9,6,6,7
11962,1955,9,6,2,8,1,9,7,7,7
11963,1955,9,7,2,8,1,9,8,8,7
11964,1955,9,8,2,8,2,10,9,9,8
11965,1955,9,9,2,8,2,10,10,10,8
11966,1955,9,10,2,8,2,10,1,11,8
11967,1955,9,11,2,8,2,10,2,12,8
11968,1955,9,12,2,8,2,10,3,1,8
11969,1955,9,13,2,8,2,10,4,2,8
11970,1955,9,14,2,8,2,10,5,3,8
11971,1955,9,15,2,8,2,10,6,4,8
11972,1955,9,16,2,8,2,10,7,5,8
11973,1955,9,17,2,8,2,10,8,6,8
11974,1955,9,18,2,8,2,10,9,7,8
11975,1955,9,19,2,8,2,10,10,8,8
11976,1955,9,20,2,8,2,10,1,9,8
11977,1955,9,21,2,8,2,10,2,10,8
11978,1955,9,22,2,8,2,10,3,11,8
11979,1955,9,23,2,8,2,10,4,12,8
11980,1955,9,24,2,8,2,10,5,1,8
11981,1955,9,25,2,8,2,10,6,2,8
11982,1955,9,26,2,8,2,10,7,3,8
11983,1955,9,27,2,8,2,10,8,4,8
11984,1955,9,28,2,8,2,10,9,5,8
11985,1955,9,29,2,8,2,10,10,6,8
11986,1955,9,30,2,8,2,10,1,7,8
11987,1955,10,1,2,8,2,10,2,8,8
11988,1955,10,2,2,8,2,10,3,9,8
11989,1955,10,3,2,8,2,10,4,10,8
11990,1955,10,4,2,8,2,10,5,11,8
11991,1955,10,5,2,8,2,10,6,12,8
11992,1955,10,6,2,8,2,10,7,1,8
11993,1955,10,7,2,8,2,10,8,2,8
11994,1955,10,8,2,8,2,10,9,3,8
11995,1955,10,9,2,8,3,11,10,4,9
11996,1955,10,10,2,8,3,11,1,5,9
11997,1955,10,11,2,8,3,11,2,6,9
11998,1955,10,12,2,8,3,11,3,7,9
11999,1955,10,13,2,8,3,11,4,8,9
12000,1955,10,14,2,8,3,11,5,9,9
12001,1955,10,15,2,8,3,11,6,10,9
12002,1955,10,16,2,8,3,11,7,11,9
12003,1955,10,17,2,8,3,11,8,12,9
12004,1955,10,18,2,8,3,11,9,1,9
12005,1955,10,19,2,8,3,11,10,2,9
12006,1955,10,20,2,8,3,11,1,3,9
12007,1955,10,21,2,8,3,11,2,4,9
12008,1955,10,22,2,8,3,11,3,5,9
12009,1955,10,23,2,8,3,11,4,6,9
12010,1955,10,24,2,8,3,11,5,7,9
12011,1955,10,25,2,8,3,11,6,8,9
12012,1955,10,26,2,8,3,11,7,9,9
12013,1955,10,27,2,8,3,11,8,10,9
12014,1955,10,28,2,8,3,11,9,11,9
12015,1955,10,29,2,8,3,11,10,12,9
12016,1955,10,30,2,8,3,11,1,1,9
12017,1955,10,31,2,8,3,11,2,2,9
12018,1955,11,1,2,8,3,11,3,3,9
12019,1955,11,2,2,8,3,11,4,4,9
12020,1955,11,3,2,8,3,11,5,5,9
12021,1955,11,4,2,8,3,11,6,6,9
12022,1955,11,5,2,8,3,11,7,7,9
12023,1955,11,6,2,8,3,11,8,8,9
12024,1955,11,7,2,8,3,11,9,9,9
12025,1955,11,8,2,8,4,12,10,10,10
12026,1955,11,9,2,8,4,12,1,11,10
12027,1955,11,10,2,8,4,12,2,12,10
12028,1955,11,11,2,8,4,12,3,1,10
12029,1955,11,12,2,8,4,12,4,2,10
12030,1955,11,13,2,8,4,12,5,3,10
12031,1955,11,14,2,8,4,12,6,4,10
12032,1955,11,15,2,8,4,12,7,5,10
12033,1955,11,16,2,8,4,12,8,6,10
12034,1955,11,17,2,8,4,12,9,7,10
12035,1955,11,18,2,8,4,12,10,8,10
12036,1955,11,19,2,8,4,12,1,9,10
12037,1955,11,20,2,8,4,12,2,10,10
12038,1955,11,21,2,8,4,12,3,11,10
12039,1955,11,22,2,8,4,12,4,12,10
12040,1955,11,23,2,8,4,12,5,1,10
12041,1955,11,24,2,8,4,12,6,2,10
12042,1955,11,25,2,8,4,12,7,3,10
12043,1955,11,26,2,8,4,12,8,4,10
12044,1955,11,27,2,8,4,12,9,5,10
12045,1955,11,28,2,8,4,12,10,6,10
12046,1955,11,29,2,8,4,12,1,7,10
12047,1955,11,30,2,8,4,12,2,8,10
12048,1955,12,1,2,8,4,12,3,9,10
12049,1955,12,2,2,8,4,12,4,10,10
12050,1955,12,3,2,8,4,12,5,11,10
12051,1955,12,4,2,8,4,12,6,12,10
12052,1955,12,5,2,8,4,12,7,1,10
12053,1955,12,6,2,8,4,12,8,2,10
12054,1955,12,7,2,8,4,12,9,3,10
12055,1955,12,8,2,8,5,1,10,4,11
12056,1955,12,9,2,8,5,1,1,5,11
12057,1955,12,10,2,8,5,1,2,6,11
12058,1955,12,11,2,8,5,1,3,7,11
12059,1955,12,12,2,8,5,1,4,8,11
12060,1955,12,13,2,8,5,1,5,9,11
12061,1955,12,14,2,8,5,1,6,10,11
12062,1955,12,15,2,8,5,1,7,11,11
12063,1955,12,16,2,8,5,1,8,12,11
12064,1955,12,17,2,8,5,1,9,1,11
12065,1955,12,18,2,8,5,1,10,2,11
12066,1955,12,19,2,8,5,1,1,3,11
12067,1955,12,20,2,8,5,1,2,4,11
12068,1955,12,21,2,8,5,1,3,5,11
12069,1955,12,22,2,8,5,1,4,6,11
12070,1955,12,23,2,8,5,1,5,7,11
12071,1955,12,24,2,8,5,1,6,8,11
12072,1955,12,25,2,8,5,1,7,9,11
12073,1955,12,26,2,8,5,1,8,10,11
12074,1955,12,27,2,8,5,1,9,11,11
12075,1955,12,28,2,8,5,1,10,12,11
12076,1955,12,29,2,8,5,1,1,1,11
12077,1955,12,30,2,8,5,1,2,2,11
12078,1955,12,31,2,8,5,1,3,3,11
12079,1956,1,1,2,8,5,1,4,4,11
12080,1956,1,2,2,8,5,1,5,5,11
12081,1956,1,3,2,8,5,1,6,6,11
12082,1956,1,4,2,8,5,1,7,7,11
12083,1956,1,5,2,8,5,1,8,8,11
12084,1956,1,6,2,8,6,2,9,9,12
12085,1956,1,7,2,8,6,2,10,10,12
12086,1956,1,8,2,8,6,2,1,11,12
12087,1956,1,9,2,8,6,2,2,12,12
12088,1956,1,10,2,8,6,2,3,1,12
12089,1956,1,11,2,8,6,2,4,2,12
12090,1956,1,12,2,8,6,2,5,3,12
12091,1956,1,13,2,8,6,2,6,4,12
12092,1956,1,14,2,8,6,2,7,5,12
12093,1956,1,15,2,8,6,2,8,6,12
12094,1956,1,16,2,8,6,2,9,7,12
12095,1956,1,17,2,8,6,2,10,8,12
12096,1956,1,18,2,8,6,2,1,9,12
12097,1956,1,19,2,8,6,2,2,10,12
12098,1956,1,20,2,8,6,2,3,11,12
12099,1956,1,21,2,8,6,2,4,12,12
12100,1956,1,22,2,8,6,2,5,1,12
12101,1956,1,23,2,8,6,2,6,2,12
12102,1956,1,24,2,8,6,2,7,3,12
12103,1956,1,25,2,8,6,2,8,4,12
12104,1956,1,26,2,8,6,2,9,5,12
12105,1956,1,27,2,8,6,2,10,6,12
12106,1956,1,28,2,8,6,2,1,7,12
12107,1956,1,29,2,8,6,2,2,8,12
12108,1956,1,30,2,8,6,2,3,9,12
12109,1956,1,31,2,8,6,2,4,10,12
12110,1956,2,1,2,8,6,2,5,11,12
12111,1956,2,2,2,8,6,2,6,12,12
12112,1956,2,3,2,8,6,2,7,1,12
12113,1956,2,4,2,8,6,2,8,2,12
12114,1956,2,5,3,9,7,3,9,3,1
12115,1956,2,6,3,9,7,3,10,4,1
12116,1956,2,7,3,9,7,3,1,5,1
12117,1956,2,8,3,9,7,3,2,6,1
12118,1956,2,9,3,9,7,3,3,7,1
12119,1956,2,10,3,9,7,3,4,8,1
12120,1956,2,11,3,9,7,3,5,9,1
12121,1956,2,12,3,9,7,3,6,10,1
12122,1956,2,13,3,9,7,3,7,11,1
12123,1956,2,14,3,9,7,3,8,12,1
12124,1956,2,15,3,9,7,3,9,1,1
12125,1956,2,16,3,9,7,3,10,2,1
12126,1956,2,17,3,9,7,3,1,3,1
12127,1956,2,18,3,9,7,3,2,4,1
12128,1956,2,19,3,9,7,3,3,5,1
12129,1956,2,20,3,9,7,3,4,6,1
12130,1956,2,21,3,9,7,3,5,7,1
12131,1956,2,22,3,9,7,3,6,8,1
12132,1956,2,23,3,9,7,3,7,9,1
12133,1956,2,24,3,9,7,3,8,10,1
12134,1956,2,25,3,9,7,3,9,11,1
12135,1956,2,26,3,9,7,3,10,12,1
12136,1956,2,27,3,9,7,3,1,1,1
12137,1956,2,28,3,9,7,3,2,2,1
12138,1956,2,29,3,9,7,3,3,3,1
12139,1956,3,1,3,9,7,3,4,4,1
12140,1956,3,2,3,9,7,3,5,5,1
12141,1956,3,3,3,9,7,3,6,6,1
12142,1956,3,4,3,9,7,3,7,7,1
12143,1956,3,5,3,9,8,4,8,8,2
12144,1956,3,6,3,9,8,4,9,9,2
12145,1956,3,7,3,9,8,4,10,10,2
12146,1956,3,8,3,9,8,4,1,11,2
12147,1956,3,9,3,9,8,4,2,12,2
12148,1956,3,10,3,9,8,4,3,1,2
12149,1956,3,11,3,9,8,4,4,2,2
12150,1956,3,12,3,9,8,4,5,3,2
12151,1956,3,13,3,9,8,4,6,4,2
12152,1956,3,14,3,9,8,4,7,5,2
12153,1956,3,15,3,9,8,4,8,6,2
12154,1956,3,16,3,9,8,4,9,7,2
12155,1956,3,17,3,9,8,4,10,8,2
12156,1956,3,18,3,9,8,4,1,9,2
12157,1956,3,19,3,9,8,4,2,10,2
12158,1956,3,20,3,9,8,4,3,11,2
12159,1956,3,21,3,9,8,4,4,12,2
12160,1956,3,22,3,9,8,4,5,1,2
12161,1956,3,23,3,9,8,4,6,2,2
12162,1956,3,24,3,9,8,4,7,3,2
12163,1956,3,25,3,9,8,4,8,4,2
12164,1956,3,26,3,9,8,4,9,5,2
12165,1956,3,27,3,9,8,4,10,6,2
12166,1956,3,28,3,9,8,4,1,7,2
12167,1956,3,29,3,9,8,4,2,8,2
12168,1956,3,30,3,9,8,4,3,9,2
12169,1956,3,31,3,9,8,4,4,10,2
12170,1956,4,1,3,9,8,4,5,11,2
12171,1956,4,2,3,9,8,4,6,12,2
12172,1956,4,3,3,9,8,4,7,1,2
12173,1956,4,4,3,9,8,4,8,2,2
12174,1956,4,5,3,9,9,5,9,3,3
12175,1956,4,6,3,9,9,5,10,4,3
12176,1956,4,7,3,9,9,5,1,5,3
12177,1956,4,8,3,9,9,5,2,6,3
12178,1956,4,9,3,9,9,5,3,7,3
12179,1956,4,10,3,9,9,5,4,8,3
12180,1956,4,11,3,9,9,5,5,9,3
12181,1956,4,12,3,9,9,5,6,10,3
12182,1956,4,13,3,9,9,5,7,11,3
12183,1956,4,14,3,9,9,5,8,12,3
12184,1956,4,15,3,9,9,5,9,1,3
12185,1956,4,16,3,9,9,5,10,2,3
12186,1956,4,17,3,9,9,5,1,3,3
12187,1956,4,18,3,9,9,5,2,4,3
12188,1956,4,19,3,9,9,5,3,5,3
