rank,name,country_name,country_id,active,dob,totalPoints,tournamentPoints,rankingPoints,achievementsPoints,tGPoints,tFLPoints,tMPoints,tOPoints,tABPoints,tDTPoints,yearEndRankPoints,bestRankPoints,weeksAtNo1Points,weeksAtEloTopNPoints,bestEloRatingPoints,grandSlamPoints,bigWinsPoints,h2hPoints,recordsPoints,bestSeasonPoints,greatestRivalriesPoints,performancePoints,statisticsPoints,grandSlams,tourFinals,altFinals,masters,olympics,bigTitles,titles,weeksAtNo1,wonLost,bestEloRating,bestEloRatingDate,wonPct
527,Massimiliano Narducci,Italy,ITA,false,1964-02-25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18-27,1821,1988-06-06,40.0%
206,Henrik Sundstrom,Sweden,SWE,false,1964-02-29,12,12,0,0,1,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,154-108,2121,1985-06-10,58.8%
440,Kelly Jones,United States,USA,false,1964-03-31,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48-84,1836,1990-05-07,36.4%
397,Jim Grabb,United States,USA,false,1964-04-14,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,179-199,1958,1992-11-09,47.4%
527,Ricki Osterthun,Germany,GER,false,1964-05-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60-79,1883,1987-10-19,43.2%
262,Goran Prpic,Croatia,CRO,false,1964-05-04,8,8,0,0,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126-121,2081,1991-05-20,51.0%
68,Miloslav Mecir,Slovakia,SVK,false,1964-05-19,56,50,2,4,15,4,15,3,12,1,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,2,1,4,11,0,260-122,2257,1987-08-03,68.1%
507,Francisco Maciel,Mexico,MEX,false,1964-07-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-57,1898,1986-08-18,46.7%
180,Jimmy Arias,United States,USA,false,1964-08-16,16,15,1,0,3,1,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,286-223,2157,1983-09-19,56.2%
14,Mats Wilander,Sweden,SWE,false,1964-08-22,243,179,38,26,84,9,50,0,28,8,21,8,2,7,0,5,11,7,3,0,0,0,0,7,0,0,8,0,15,33,20,569-223,2371,1988-10-03,71.8%
234,Jordi Arrese,Spain,ESP,false,1964-08-29,9,9,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,224-210,2005,1991-11-04,51.6%
158,Martin Jaite,Argentina,ARG,false,1964-10-09,20,20,0,0,1,0,5,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,301-179,2125,1990-02-12,62.7%
203,Jakob Hlasek,Switzerland,SUI,false,1964-11-12,13,13,0,0,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,438-333,2184,1989-02-13,56.8%
323,Ronald Agenor,United States,USA,false,1964-11-13,5,5,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,227-257,2017,1988-08-01,46.9%
97,Guy Forget,France,FRA,false,1965-01-04,36,33,2,1,5,1,15,0,11,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,11,0,380-291,2179,1991-11-04,56.6%
299,Peter Lundgren,Sweden,SWE,false,1965-01-29,6,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,119-136,2010,1987-11-09,46.7%
527,Eric Jelen,Germany,GER,false,1965-03-11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135-136,1971,1989-07-10,49.8%
440,Marian Vajda,Slovakia,SVK,false,1965-03-24,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,119-152,1944,1987-08-17,43.9%
156,Karel Novacek,Czech Republic,CZE,false,1965-03-30,20,20,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,299-246,2109,1991-08-12,54.9%
357,Paolo Cane,Italy,ITA,false,1965-04-09,4,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,136-131,2009,1989-08-07,50.9%
440,Patrick Baur,Germany,GER,false,1965-05-03,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67-107,1892,1991-04-22,38.5%
94,Pat Cash,Australia,AUS,false,1965-05-27,39,35,2,2,24,1,2,0,5,3,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,6,0,237-149,2217,1988-02-12,61.4%
108,Emilio Sanchez,Spain,ESP,false,1965-05-29,32,31,0,1,2,0,13,0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15,0,432-290,2142,1987-08-10,59.8%
480,Jonathan Canter,United States,USA,false,1965-06-04,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68-96,1935,1986-09-22,41.5%
527,Claudio Mezzadri,Switzerland,SUI,false,1965-06-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117-137,1963,1988-02-15,46.1%
527,Gianluca Pozzi,Italy,ITA,false,1965-06-17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175-258,1948,2000-11-20,40.4%
440,Simon Youl,Australia,AUS,false,1965-07-01,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,93-139,1891,1990-01-29,40.1%
527,Pieter Aldrich,South Africa,RSA,false,1965-09-07,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36-40,1859,1990-10-15,47.4%
239,Mark Woodforde,Australia,AUS,false,1965-09-23,9,9,0,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,319-312,2062,1993-04-02,50.6%
334,Darren Cahill,Australia,AUS,false,1965-10-02,5,5,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,133-122,2050,1991-03-11,52.2%
299,Richey Reneberg,United States,USA,false,1965-10-05,6,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,307-263,2064,1996-06-24,53.9%
199,Amos Mansdorf,Israel,ISR,false,1965-10-20,13,13,0,0,1,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,306-233,2057,1993-07-26,56.8%
375,Derrick Rostagno,United States,USA,false,1965-10-25,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,191-184,2070,1991-10-14,50.9%
440,Bryan Shelton,United States,USA,false,1965-12-22,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,104-137,1913,1992-07-13,43.2%
12,Stefan Edberg,Sweden,SWE,false,1966-01-19,328,243,62,23,91,24,62,4,54,8,33,8,7,14,0,3,14,5,1,0,0,0,0,6,1,0,6,1,14,42,72,804-271,2370,1990-11-19,74.8%
115,Andrei Chesnokov,Russian Federation,RUS,false,1966-02-02,29,28,0,1,5,0,18,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,7,0,346-259,2104,1988-06-17,57.2%
527,Nicklas Kroon,Sweden,SWE,false,1966-02-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48-65,1928,1990-07-09,42.5%
527,Alex Antonitsch,Austria,AUT,false,1966-02-08,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106-144,1976,1990-07-09,42.4%
507,Patrik Kuhnen,Germany,GER,false,1966-02-11,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127-153,1949,1990-04-30,45.4%
315,Paul Haarhuis,Netherlands,NED,false,1966-02-19,6,6,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,267-258,2046,1994-04-01,50.9%
635,Brad Pearce,United States,USA,false,1966-03-21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41-79,1890,1990-08-27,34.2%
440,Andrei Olhovskiy,Russian Federation,RUS,false,1966-04-15,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,117-165,1921,1993-03-08,41.5%
375,Patrick McEnroe,United States,USA,false,1966-07-01,4,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140-163,1994,1995-10-09,46.2%
350,Horacio De La Pena,Argentina,ARG,false,1966-08-01,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,190-180,1981,1986-08-25,51.4%
507,Thierry Champion,France,FRA,false,1966-08-31,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102-164,1928,1991-10-07,38.3%
187,Jonas Svensson,Sweden,SWE,false,1966-10-21,15,15,0,0,5,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,258-204,2084,1990-11-05,55.8%
229,Jay Berger,United States,USA,false,1966-11-26,10,10,0,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,141-80,2081,1989-09-11,63.8%
527,Robbie Weiss,United States,USA,false,1966-12-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48-78,1862,1993-02-01,38.1%
386,Javier Frana,Argentina,ARG,false,1966-12-25,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,163-158,2037,1995-06-26,50.8%
125,Magnus Gustafsson,Sweden,SWE,false,1967-01-03,26,26,0,0,1,0,5,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,415-260,2150,1991-08-05,61.5%
480,Ulf Stenlund,Sweden,SWE,false,1967-01-21,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52-44,2003,1987-04-27,54.2%
229,Alexander Volkov,Russian Federation,RUS,false,1967-03-03,10,10,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,303-255,2073,1992-03-02,54.3%
635,Olivier Delaitre,France,FRA,false,1967-06-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130-179,1970,1995-02-20,42.1%
527,Christian Miniussi,Argentina,ARG,false,1967-07-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58-82,1883,1991-11-11,41.4%
527,Leonardo Lavalle,Mexico,MEX,false,1967-07-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84-115,1933,1989-07-28,42.2%
436,Christian Bergstrom,Sweden,SWE,false,1967-07-19,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161-162,2018,1993-02-01,49.8%
122,Aaron Krickstein,United States,USA,false,1967-08-02,27,26,0,1,6,1,8,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,395-256,2162,1989-11-06,60.7%
288,Marcelo Filippini,Uruguay,URU,false,1967-08-04,6,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,248-252,1971,1997-05-26,49.6%
527,Claudio Pistolesi,Italy,ITA,false,1967-08-25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77-111,1863,1987-04-13,41.0%
278,Carl Uwe Steeb,Germany,GER,false,1967-09-01,7,7,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,212-212,2063,1990-02-19,50.0%
30,Thomas Muster,Austria,AUT,false,1967-10-02,123,102,15,6,19,2,42,0,39,0,4,8,1,2,0,0,3,1,0,0,0,2,0,1,0,0,8,0,9,44,6,626-274,2287,1995-10-30,69.6%
204,Jaime Yzaga,Peru,PER,false,1967-10-23,12,12,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,266-224,2022,1992-04-20,54.3%
480,Shuzo Matsuoka,Japan,JPN,false,1967-11-06,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148-164,1966,1992-06-15,47.4%
11,Boris Becker,Germany,GER,false,1967-11-22,368,267,61,40,85,50,77,0,49,6,27,8,1,23,2,2,17,16,5,0,0,0,0,6,3,2,12,0,23,49,12,713-214,2419,1989-11-06,76.9%
202,Kent Carlsson,Sweden,SWE,false,1968-01-03,13,13,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,160-54,2213,1988-09-19,74.8%
527,Dimitri Poliakov,Ukraine,UKR,false,1968-01-19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35-47,1840,1991-08-05,42.7%
67,Petr Korda,Czech Republic,CZE,false,1968-01-23,56,48,6,2,16,5,12,0,14,1,0,5,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,3,10,0,410-248,2222,1998-02-02,62.3%
272,Javier Sanchez,Spain,ESP,false,1968-02-01,7,7,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,326-334,1989,1993-09-13,49.4%
527,Mark Koevermans,Netherlands,NED,false,1968-02-03,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72-84,1938,1991-05-20,46.2%
440,Martin Sinner,Germany,GER,false,1968-02-07,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50-78,1863,1995-05-08,39.1%
527,Jose Francisco Altur,Spain,ESP,false,1968-03-24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31-66,1828,1990-01-29,32.0%
635,Francisco Roig,Spain,ESP,false,1968-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64-96,1886,1992-05-04,40.0%
308,Bernd Karbacher,Germany,GER,false,1968-04-03,6,6,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135-161,2007,1995-08-21,45.6%
205,Carlos Costa,Spain,ESP,false,1968-04-22,12,12,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,248-208,2075,1992-06-08,54.4%
397,Omar Camporese,Italy,ITA,false,1968-05-08,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150-157,2075,1992-02-24,48.9%
527,Markus Zoecke,Germany,GER,false,1968-05-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67-103,1907,1992-03-24,39.4%
440,Christian Saceanu,Germany,GER,false,1968-07-08,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71-110,1887,1988-06-20,39.2%
440,Tomas Carbonell,Spain,ESP,false,1968-08-07,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,194-223,1947,1996-04-15,46.5%
228,Horst Skoff,Austria,AUT,false,1968-08-22,10,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,228-203,2054,1989-05-15,52.9%
507,Henrik Holm,Sweden,SWE,false,1968-08-22,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96-110,1993,1992-11-02,46.6%
37,Michael Stich,Germany,GER,false,1968-10-18,104,78,15,11,26,13,16,0,20,3,7,5,0,3,0,0,3,8,0,0,0,0,0,1,1,1,2,0,5,18,0,385-176,2272,1993-12-10,68.6%
225,Francisco Clavet,Spain,ESP,false,1968-10-24,10,10,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,388-340,2035,1999-05-10,53.3%
440,Jeff Tarango,United States,USA,false,1968-11-20,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,239-294,1954,1998-03-27,44.8%
421,Gilbert Schaller,Austria,AUT,false,1969-03-17,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,115-132,1982,1995-10-09,46.6%
254,Arnaud Boetsch,France,FRA,false,1969-04-01,8,8,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,231-203,2073,1993-11-08,53.2%
527,Carsten Arriens,Germany,GER,false,1969-04-11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28-36,1852,1995-03-06,43.8%
635,Brett Steven,New Zealand,NZL,false,1969-04-27,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175-166,2011,1995-09-11,51.3%
176,Alberto Mancini,Argentina,ARG,false,1969-05-20,16,15,0,1,1,0,12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,3,0,148-125,2092,1989-06-12,54.2%
191,David Wheaton,United States,USA,false,1969-06-02,15,14,0,1,4,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,232-191,2121,1992-01-13,54.8%
101,Cedric Pioline,France,FRA,false,1969-06-15,35,33,1,1,16,0,9,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,389-318,2110,1993-11-15,55.0%
175,Malivai Washington,United States,USA,false,1969-06-20,17,17,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,251-183,2071,1992-10-26,57.8%
507,Bart Wuyts,Belgium,BEL,false,1969-09-15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,48-69,1870,1992-08-03,41.0%
308,Byron Black,Zimbabwe,ZIM,false,1969-10-06,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,276-248,2008,1998-07-06,52.7%
171,Guillermo Perez Roldan,Argentina,ARG,false,1969-10-20,17,14,0,3,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,241-137,2057,1989-06-12,63.8%
635,Jan Apell,Sweden,SWE,false,1969-11-04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44-68,1949,1995-08-21,39.3%
357,Franco Davin,Argentina,ARG,false,1970-01-11,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,153-155,1999,1990-10-08,49.7%
527,Guillaume Raoux,France,FRA,false,1970-02-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,179-225,1975,1998-02-23,44.3%
480,Alex Obrien,United States,USA,false,1970-03-07,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93-136,1963,1997-01-13,40.6%
635,Diego Nargiso,Italy,ITA,false,1970-03-15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100-154,1890,1992-03-24,39.4%
527,Frederic Fontang,France,FRA,false,1970-03-18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28-60,1844,1991-10-14,31.8%
136,Magnus Larsson,Sweden,SWE,false,1970-03-25,24,23,0,1,5,4,2,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,310-221,2188,1995-04-07,58.4%
527,Gabriel Markus,Argentina,ARG,false,1970-03-31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59-72,1908,1992-07-27,45.0%
239,Jason Stoltenberg,Australia,AUS,false,1970-04-04,9,9,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,303-267,2068,1994-08-15,53.2%
252,Jan Siemerink,Netherlands,NED,false,1970-04-14,8,8,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,273-271,2064,1998-10-05,50.2%
291,Richard Fromberg,Australia,AUS,false,1970-04-28,6,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,256-287,1965,1990-08-13,47.1%
9,Andre Agassi,United States,USA,false,1970-04-29,417,292,82,43,124,25,91,3,46,3,33,8,10,31,0,12,15,13,1,0,0,1,1,8,1,0,17,1,27,60,101,870-274,2376,1995-09-29,76.0%
334,Renzo Furlan,Italy,ITA,false,1970-05-17,5,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,223-240,2021,1996-07-29,48.2%
507,Cristiano Caratti,Italy,ITA,false,1970-05-24,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-117,1957,1991-05-20,38.1%
440,Jaime Oncins,Brazil,BRA,false,1970-06-16,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76-95,1967,1992-11-16,44.4%
283,Andrei Cherkasov,Russian Federation,RUS,false,1970-07-04,7,7,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,193-214,2063,1991-06-10,47.4%
78,Todd Martin,United States,USA,false,1970-07-08,47,43,3,1,20,4,5,0,14,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,411-234,2188,1999-02-01,63.7%
323,Slava Dosedel,Czech Republic,CZE,false,1970-08-14,5,5,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,196-193,2009,1998-05-25,50.4%
22,Jim Courier,United States,USA,false,1970-08-17,168,116,37,15,56,7,30,0,22,1,16,8,6,7,0,3,6,6,0,0,0,0,0,4,0,0,5,0,9,23,58,506-237,2330,1992-06-08,68.1%
291,Jacco Eltingh,Netherlands,NED,false,1970-08-29,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,127-147,2028,1995-07-10,46.4%
397,Marc Kevin Goellner,Germany,GER,false,1970-09-22,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,160-194,2014,1993-10-01,45.2%
440,Nicolas Pereira,"Venezuela, Bolivarian Republic of",VEN,false,1970-09-29,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,84-130,1868,1996-01-08,39.3%
110,Marc Rosset,Switzerland,SUI,false,1970-11-07,32,30,0,2,3,0,3,3,19,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,15,0,433-350,2116,1994-02-07,55.3%
55,Sergi Bruguera,Spain,ESP,false,1971-01-16,71,60,8,3,22,2,19,2,14,1,4,3,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,4,14,0,447-271,2232,1994-07-11,62.3%
527,Wayne Arthurs,Australia,AUS,false,1971-03-18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133-159,1948,2001-06-25,45.5%
260,Todd Woodbridge,Australia,AUS,false,1971-04-02,8,8,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,244-236,2039,1997-02-24,50.8%
440,Jonathan Stark,United States,USA,false,1971-04-03,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136-151,1974,1994-03-07,47.4%
299,Fernando Meligeni,Brazil,BRA,false,1971-04-12,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,202-217,2021,1999-06-07,48.2%
357,Nicklas Kulti,Sweden,SWE,false,1971-04-22,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,154-182,1970,1991-01-07,45.8%
527,Chuck Adams,United States,USA,false,1971-04-23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83-93,1950,1994-08-29,47.2%
440,Stefano Pescosolido,Italy,ITA,false,1971-06-13,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109-159,1940,1994-01-10,40.7%
